,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region,K
493,493,493,434676,2013,ford,Edge,suv,automatic,mo,4.3,35696.0,brown,black,21300,21600,71660,2,midwest,0
494,494,494,201002,2006,mazda,MX-5 Miata,convertible,automatic,fl,2.9,100574.0,gray,black,5925,6200,59100,9,southeast,1
495,495,495,142538,2014,honda,CR-Z,hatchback,automatic,az,4.3,10756.0,red,black,17050,15200,63250,1,southwest,2
496,496,496,428523,2012,honda,Pilot,suv,automatic,co,4.6,16373.0,gray,gray,20700,17200,80610,3,mountain west,0
497,497,497,228323,2013,ford,Edge,suv,automatic,fl,3.4,36667.0,—,gray,15900,16500,59100,2,southeast,1
498,498,498,233187,2015,kia,Optima,sedan,automatic,fl,5.0,349.0,—,beige,17000,17100,59100,0,southeast,1
499,499,499,253986,2009,nissan,Rogue,suv,automatic,fl,4.4,100811.0,blue,gray,7450,7100,59100,6,southeast,1
500,500,500,305389,2006,pontiac,Torrent,suv,automatic,oh,2.7,160693.0,burgundy,gray,2725,2400,64520,9,midwest,0
501,501,501,12323,2011,nissan,Versa,hatchback,automatic,ca,2.9,77561.0,gray,gray,5750,6000,77030,4,pacific,2
502,502,502,346906,2007,chrysler,Pacifica,wagon,automatic,ga,1.0,161326.0,silver,gray,2375,600,61450,8,southeast,0
503,503,503,388666,2008,acura,TL,sedan,automatic,nc,3.6,100021.0,black,beige,9450,10900,61490,7,southeast,0
504,504,504,435798,2010,nissan,Versa,hatchback,automatic,mo,2.6,78979.0,gray,black,5700,6300,71660,5,midwest,0
505,505,505,124349,2003,infiniti,G35,coupe,automatic,pa,3.9,93636.0,white,beige,7025,6900,73100,12,northeast,2
506,506,506,134493,2014,chrysler,Town and Country,van,automatic,mn,4.0,16216.0,gray,black,19700,20400,83200,1,midwest,2
507,507,507,211721,2014,ford,Focus,sedan,automatic,fl,4.6,17222.0,—,gray,12550,11800,59100,1,southeast,1
508,508,508,459770,2010,dodge,Avenger,sedan,automatic,wa,2.0,91535.0,gold,beige,5550,4200,81400,5,pacific,0
509,509,509,384142,2014,toyota,Camry,sedan,automatic,nc,4.0,10810.0,—,black,16800,16900,61490,1,southeast,0
510,510,510,122956,2012,ford,Fusion,sedan,automatic,pa,4.9,44416.0,white,gray,12450,13900,73100,3,northeast,2
511,511,511,411573,2011,nissan,Murano,suv,automatic,il,4.2,33300.0,silver,gray,20000,20500,73130,4,midwest,0
512,512,512,25531,2014,volkswagen,GTI,hatchback,automatic,ca,3.9,12698.0,—,black,19250,20250,77030,1,pacific,2
513,513,513,87312,2010,chevrolet,Cobalt,sedan,automatic,tx,1.0,84517.0,black,black,5425,1100,68360,5,southwest,2
514,514,514,307072,2012,infiniti,M,sedan,automatic,oh,4.4,73286.0,black,black,20500,20200,64520,3,midwest,1
515,515,515,295421,2014,ford,Expedition,suv,automatic,nv,3.5,37248.0,black,beige,32000,32250,62960,1,mountain west,1
516,516,516,401257,2011,bmw,5 Series,sedan,automatic,il,1.9,36150.0,black,tan,28500,24400,73130,4,midwest,0
517,517,517,200049,2006,toyota,RAV4,suv,automatic,fl,2.3,192949.0,silver,black,5300,6200,59100,9,southeast,1
518,518,518,212830,2012,lexus,ES 350,sedan,automatic,fl,2.0,26780.0,black,black,22400,19800,59100,3,southeast,1
519,519,519,305655,2007,honda,CR-V,suv,automatic,oh,3.8,76030.0,white,gray,8775,9900,64520,8,midwest,1
520,520,520,212381,2013,nissan,Rogue,suv,automatic,fl,4.4,24500.0,red,black,14700,14400,59100,2,southeast,1
521,521,521,308721,2012,suzuki,Grand Vitara,suv,automatic,oh,5.0,31970.0,gray,black,8825,11800,64520,3,midwest,1
522,522,522,420144,2012,nissan,Altima,coupe,automatic,il,3.8,26495.0,white,tan,13600,15000,73130,3,midwest,0
523,523,523,426329,2007,jeep,Grand Cherokee,suv,automatic,co,2.9,76995.0,burgundy,gray,9325,11500,80610,8,mountain west,0
524,524,524,154517,2006,jeep,Grand Cherokee,suv,automatic,wi,2.9,119641.0,black,gray,6100,5400,67090,9,midwest,2
525,525,525,271428,2014,fiat,500,hatchback,automatic,nj,4.5,1005.0,—,black,11450,10800,82750,1,northeast,1
526,526,526,107612,2004,lexus,ES 330,sedan,automatic,tx,3.1,104994.0,silver,tan,6100,7000,68360,11,southwest,2
527,527,527,312378,2012,toyota,Camry,sedan,automatic,oh,4.1,25914.0,red,black,15200,15700,64520,3,midwest,1
528,528,528,424931,2014,kia,Rio,sedan,automatic,co,4.5,11893.0,silver,black,11400,11500,80610,1,mountain west,0
529,529,529,91261,2007,lincoln,Mark LT,cab,automatic,tx,4.3,83362.0,silver,gray,13900,13600,68360,8,southwest,2
530,530,530,242296,2014,kia,Forte,sedan,automatic,fl,3.8,35527.0,blue,gray,10700,10500,59100,1,southeast,1
531,531,531,5900,2006,hummer,H3,suv,automatic,ca,3.7,98247.0,gray,black,10650,11100,77030,8,pacific,2
532,532,532,235704,2012,infiniti,G Sedan,sedan,automatic,fl,3.9,20660.0,silver,black,18650,18200,59100,3,southeast,1
533,533,533,438354,2013,dodge,Grand Caravan,van,automatic,mo,4.0,59758.0,gray,black,12250,12300,71660,2,midwest,0
534,534,534,321632,2009,pontiac,Torrent,suv,automatic,mi,3.5,75623.0,black,black,7800,7800,65610,6,midwest,0
535,535,535,333377,2010,ford,F-150,cab,automatic,mi,3.7,82047.0,blue,black,19900,22400,65610,5,midwest,0
536,536,536,200368,2014,ford,Mustang,convertible,automatic,fl,4.2,11664.0,—,black,21800,21900,59100,1,southeast,1
537,537,537,322775,1999,pontiac,Firebird,hatchback,automatic,mi,2.9,130759.0,blue,gray,3950,3100,65610,16,midwest,0
538,538,538,62113,2013,chevrolet,Sonic,hatchback,automatic,ca,3.6,52145.0,silver,black,7925,7500,77030,2,pacific,2
539,539,539,425251,2007,nissan,Pathfinder,suv,automatic,co,3.4,108449.0,black,beige,7925,9800,80610,8,mountain west,0
540,540,540,221178,2014,chevrolet,Express Cargo,van,automatic,fl,3.7,37663.0,white,gray,20400,20600,59100,1,southeast,1
541,541,541,158247,2014,kia,Soul,wagon,automatic,tn,3.7,40774.0,black,black,13250,12800,57290,1,southeast,1
542,542,542,37320,2003,cadillac,CTS,sedan,automatic,ca,2.6,141920.0,black,black,2525,3600,77030,12,pacific,2
543,543,543,327138,2012,ford,Taurus,sedan,automatic,mi,4.6,33791.0,red,black,20800,21700,65610,3,midwest,0
544,544,544,266525,2005,mercedes-benz,E-Class,sedan,automatic,nj,3.5,152267.0,green,black,3100,4900,82750,9,northeast,1
545,545,545,53238,2012,bmw,5 Series,sedan,automatic,ca,4.3,35951.0,white,black,26400,27525,77030,3,pacific,2
546,546,546,137871,2012,ford,Fusion,sedan,automatic,mn,3.7,35651.0,black,black,13050,13500,83200,3,midwest,2
547,547,547,307723,2004,chevrolet,Silverado 1500,cab,automatic,oh,4.2,50296.0,green,gray,6675,7800,64520,11,midwest,1
548,548,548,368697,2002,hyundai,Santa Fe,suv,automatic,va,2.1,184685.0,white,gray,875,900,74430,13,southeast,0
549,549,549,242829,2011,toyota,4Runner,suv,automatic,fl,3.6,77005.0,gray,black,29200,28800,59100,4,southeast,1
550,550,550,125049,2005,jeep,Grand Cherokee,suv,automatic,pa,2.2,134594.0,white,gray,5800,5200,73100,10,northeast,2
551,551,551,373052,2013,chevrolet,Spark,hatchback,automatic,va,4.3,39355.0,blue,black,8475,8800,74430,2,southeast,0
552,552,552,182835,2001,chrysler,Town and Country,van,automatic,md,2.6,150663.0,silver,blue,1375,1800,89090,14,northeast,1
553,553,553,157871,2013,ford,Fusion,sedan,automatic,tn,2.7,9701.0,white,tan,15250,11500,57290,1,southeast,1
554,554,554,381416,2006,cadillac,DTS,sedan,automatic,nc,1.9,98690.0,silver,black,5600,6500,61490,9,southeast,0
555,555,555,210494,1999,saturn,S-Series,sedan,automatic,fl,2.1,120027.0,gray,gray,775,500,59100,16,southeast,1
556,556,556,342603,2012,dodge,Avenger,sedan,automatic,ga,4.3,29385.0,white,red,11400,11900,61450,3,southeast,0
557,557,557,42610,2013,toyota,Corolla,sedan,automatic,ca,3.4,48926.0,gold,gray,11050,13000,77030,2,pacific,2
558,558,558,69179,2007,dodge,Caliber,wagon,automatic,tx,1.9,120094.0,orange,gray,3200,2900,68360,7,southwest,2
559,559,559,394088,2014,chrysler,300,sedan,automatic,nc,4.1,21210.0,silver,black,19650,19650,61490,1,southeast,0
560,560,560,234366,2014,chevrolet,Cruze,sedan,automatic,fl,3.0,23565.0,red,black,14600,14400,59100,1,southeast,1
561,561,561,138651,2014,toyota,RAV4,suv,automatic,mn,4.1,34871.0,black,black,19850,19700,83200,1,midwest,2
562,562,562,209995,2012,toyota,Camry,sedan,automatic,fl,2.0,40571.0,blue,gray,12800,11800,59100,3,southeast,1
563,563,563,59643,2013,dodge,Grand Caravan,van,automatic,ca,3.8,63431.0,gray,black,11200,11250,77030,2,pacific,2
564,564,564,454714,2005,ford,Five Hundred,sedan,automatic,ma,2.7,40716.0,blue,gray,4175,4700,82150,10,northeast,0
565,565,565,430065,2011,ford,F-250 Super Duty,cab,automatic,ut,3.7,49246.0,black,gray,23200,21000,80200,4,mountain west,0
566,566,566,55011,2006,honda,Civic,sedan,automatic,ca,1.9,132184.0,blue,beige,5350,5600,77030,9,pacific,2
567,567,567,248784,2012,audi,Q5,suv,automatic,fl,4.0,35538.0,white,black,28000,26800,59100,3,southeast,1
568,568,568,288434,2014,ford,E-Series Wagon,van,automatic,nv,3.5,19233.0,white,gray,19650,18000,62960,0,mountain west,1
569,569,569,373813,2012,nissan,Altima,sedan,automatic,va,2.7,62262.0,white,tan,9850,9300,74430,3,southeast,0
570,570,570,306091,2012,hyundai,Veloster,hatchback,automatic,oh,3.7,28978.0,white,gray,12950,12700,64520,3,midwest,1
571,571,571,28308,2006,ford,Focus,sedan,automatic,ca,2.0,126497.0,black,—,2325,700,77030,9,pacific,2
572,572,572,160726,2013,nissan,Sentra,sedan,automatic,tn,1.9,17905.0,black,gray,11950,10800,57290,2,southeast,1
573,573,573,215092,2013,infiniti,G Sedan,sedan,automatic,fl,3.5,25199.0,gray,black,21500,21600,59100,2,southeast,1
574,574,574,371056,2004,bmw,X3,suv,automatic,va,3.7,59064.0,silver,black,7400,8000,74430,11,southeast,0
575,575,575,469650,2005,ford,F-150,cab,automatic,ms,2.1,151898.0,white,black,6825,10200,48460,10,southeast,0
576,576,576,330242,2011,ford,F-150,cab,automatic,mi,3.9,52513.0,black,gray,23500,21000,65610,4,midwest,0
577,577,577,350978,2005,infiniti,G35,coupe,automatic,ga,2.9,141807.0,white,beige,5750,6200,61450,10,southeast,0
578,578,578,351305,2010,honda,Ridgeline,cab,automatic,ga,3.7,46584.0,gray,gray,21100,21400,61450,5,southeast,0
579,579,579,455598,2007,chevrolet,Silverado 2500HD,cab,automatic,ma,3.2,108071.0,blue,black,10250,11000,82150,8,northeast,0
580,580,580,263631,2012,ford,Focus,sedan,automatic,ne,3.2,32766.0,silver,tan,10050,9800,73200,3,midwest,1
581,581,581,440420,2009,lexus,IS 250,sedan,automatic,mo,3.0,63197.0,gray,gray,16200,12500,71660,6,midwest,0
582,582,582,379005,2006,cadillac,STS,sedan,automatic,nc,2.6,113296.0,blue,tan,5850,6000,61490,8,southeast,0
583,583,583,359723,2011,hyundai,Sonata,sedan,automatic,ga,3.8,108581.0,white,black,8975,10100,61450,4,southeast,0
584,584,584,158776,2012,chevrolet,Impala,sedan,automatic,tn,3.9,65186.0,silver,gray,9000,10500,57290,2,southeast,1
585,585,585,149709,2002,chevrolet,Cavalier,sedan,automatic,wi,1.0,181467.0,silver,gray,325,325,67090,13,midwest,2
586,586,586,15984,2013,kia,Rio,sedan,automatic,ca,5.0,585.0,red,black,13550,13600,77030,2,pacific,2
587,587,587,450982,2011,ford,Transit Connect,van,automatic,ma,3.5,124792.0,white,gray,7275,6100,82150,4,northeast,0
588,588,588,188591,2012,mercedes-benz,C-Class,sedan,automatic,fl,3.5,32846.0,white,beige,21700,22000,59100,2,southeast,1
589,589,589,367873,2007,kia,Sorento,suv,automatic,va,1.9,77634.0,gold,tan,5725,5900,74430,8,southeast,0
590,590,590,285457,2013,mercedes-benz,C-Class,sedan,automatic,nj,3.9,33082.0,black,black,23200,22500,82750,2,northeast,1
591,591,591,193916,2011,nissan,Rogue,suv,automatic,fl,3.9,32460.0,red,gray,13950,16600,59100,4,southeast,1
592,592,592,342915,2012,mercedes-benz,M-Class,suv,automatic,ga,2.8,40745.0,—,off-white,33500,31500,61450,3,southeast,0
593,593,593,404187,2013,ford,Fusion,sedan,automatic,il,2.9,18475.0,silver,black,14750,12400,73130,2,midwest,0
594,594,594,232240,2013,nissan,Sentra,sedan,automatic,fl,4.5,9873.0,gray,black,13450,13600,59100,2,southeast,1
595,595,595,210822,2013,honda,Accord,coupe,automatic,fl,4.6,10264.0,blue,black,21500,20400,59100,2,southeast,1
596,596,596,341825,2014,ford,Fusion,sedan,automatic,ga,4.1,43497.0,black,black,14750,14600,61450,1,southeast,0
597,597,597,72575,1995,chevrolet,Blazer,suv,automatic,tx,1.0,294467.0,red,beige,275,400,68360,20,southwest,2
598,598,598,386698,2010,buick,Enclave,suv,automatic,nc,4.8,86562.0,black,gray,16050,15500,61490,5,southeast,0
599,599,599,405212,2007,bmw,6 Series,convertible,manual,il,3.4,44680.0,black,black,22700,19300,73130,8,midwest,0
600,600,600,121158,2007,bmw,3 Series,sedan,automatic,pa,3.7,92343.0,black,brown,8125,9600,73100,8,northeast,2
601,601,601,8661,2007,scion,tC,hatchback,automatic,ca,2.6,170439.0,white,black,3450,4000,77030,8,pacific,2
602,602,602,350334,2006,ford,Freestyle,wagon,automatic,ga,2.6,90698.0,red,tan,3725,3200,61450,9,southeast,0
603,603,603,126712,2012,nissan,Rogue,suv,automatic,pa,4.3,9332.0,black,black,18800,18200,73100,3,northeast,2
604,604,604,431669,2013,ford,Edge,suv,automatic,mo,4.1,40586.0,burgundy,brown,21100,20500,71660,1,midwest,0
605,605,605,250668,2013,chrysler,200,sedan,automatic,fl,4.6,54098.0,red,black,9575,10201,59100,2,southeast,1
606,606,606,189288,2011,lexus,ES 350,sedan,automatic,fl,2.6,38649.0,gray,beige,19200,17000,59100,3,southeast,1
607,607,607,51546,2014,toyota,Camry,sedan,automatic,ca,1.0,27050.0,green,black,16000,12400,77030,1,pacific,2
608,608,608,326301,2005,gmc,Envoy,suv,automatic,mi,3.5,108713.0,blue,tan,5175,6100,65610,10,midwest,0
609,609,609,3330,2006,ford,Focus,sedan,automatic,ca,2.6,173861.0,gray,gray,1300,1200,77030,8,pacific,2
610,610,610,468942,2007,dodge,Nitro,suv,manual,ms,1.9,92743.0,beige,tan,6250,5300,48460,8,southeast,0
611,611,611,64593,2013,hyundai,Santa Fe,suv,automatic,ca,2.7,27954.0,black,beige,18100,21100,77030,2,pacific,2
612,612,612,137593,2011,ford,Edge,suv,automatic,mn,4.2,52684.0,white,black,19100,19500,83200,4,midwest,2
613,613,613,38958,2007,ford,Explorer,suv,automatic,ca,3.4,125431.0,brown,beige,4750,6000,77030,8,pacific,2
614,614,614,418542,2012,nissan,Rogue,suv,automatic,il,4.0,46325.0,gray,black,13550,14300,73130,3,midwest,0
615,615,615,38940,2007,chevrolet,Silverado 1500 Classic,cab,automatic,ca,2.8,149678.0,white,gray,3350,3300,77030,8,pacific,2
616,616,616,304239,2008,chevrolet,Equinox,suv,automatic,oh,2.8,82436.0,gray,gray,8125,8200,64520,7,midwest,1
617,617,617,458444,2013,kia,Sorento,suv,automatic,la,2.3,53895.0,gray,gray,13950,12900,55590,2,southeast,0
618,618,618,416370,2014,hyundai,Elantra,sedan,automatic,il,4.0,16486.0,gray,gray,12400,12100,73130,1,midwest,0
619,619,619,4180,2000,infiniti,G20,sedan,automatic,ca,3.0,236263.0,white,tan,275,600,77030,14,pacific,2
620,620,620,238917,2014,chrysler,Town and Country,van,automatic,fl,4.3,46106.0,silver,black,17100,17000,59100,1,southeast,1
621,621,621,198890,2004,pontiac,Grand Prix,sedan,automatic,fl,1.0,129062.0,white,gray,2350,550,59100,11,southeast,1
622,622,622,152607,2011,mercedes-benz,M-Class,suv,automatic,wi,3.0,57310.0,white,gray,24100,23750,67090,4,midwest,2
623,623,623,172552,2007,bmw,Z4,convertible,automatic,tn,1.9,86899.0,gray,black,10550,8700,57290,8,southeast,1
624,624,624,241988,2013,toyota,Corolla,sedan,automatic,fl,3.1,51793.0,red,beige,10250,9300,59100,2,southeast,1
625,625,625,331576,2012,chevrolet,Cruze,sedan,automatic,mi,2.3,41591.0,white,gray,9275,7700,65610,3,midwest,0
626,626,626,388973,2002,nissan,Sentra,sedan,automatic,nc,1.9,179097.0,silver,gray,925,900,61490,13,southeast,0
627,627,627,129925,1998,subaru,Legacy,wagon,automatic,pa,1.0,179478.0,black,black,1175,700,73100,17,northeast,2
628,628,628,459440,2007,pontiac,G6,sedan,automatic,la,4.1,129032.0,silver,black,3575,3500,55590,8,southeast,0
629,629,629,34783,2013,chrysler,200,sedan,automatic,ca,4.4,38881.0,white,black,10650,11000,77030,2,pacific,2
630,630,630,395748,2004,mercedes-benz,C-Class,sedan,automatic,nc,2.9,179763.0,white,gray,2225,2600,61490,11,southeast,0
631,631,631,301170,2012,toyota,Highlander,suv,automatic,oh,2.3,64490.0,white,black,25500,24100,64520,2,midwest,1
632,632,632,360186,2013,kia,Sorento,suv,automatic,ga,4.2,46396.0,gray,gray,17950,20000,61450,2,southeast,0
633,633,633,455243,2014,ford,Fusion,sedan,automatic,ma,4.3,20942.0,blue,tan,13700,12300,82150,1,northeast,0
634,634,634,189839,2007,nissan,Pathfinder,suv,automatic,fl,2.6,120065.0,black,tan,6400,5200,59100,7,southeast,1
635,635,635,230302,2011,ford,Edge,suv,automatic,fl,3.6,89152.0,burgundy,gray,11200,10500,59100,4,southeast,1
636,636,636,22195,2013,honda,Civic,sedan,automatic,ca,1.0,15382.0,white,beige,13750,8000,77030,2,pacific,2
637,637,637,58916,2013,bmw,5 Series,sedan,automatic,ca,4.7,30615.0,black,tan,32900,31000,77030,2,pacific,2
638,638,638,378118,2013,toyota,Tacoma,cab,automatic,sc,3.6,46353.0,silver,gray,23500,23400,56120,2,southeast,0
639,639,639,358317,2012,dodge,Grand Caravan,van,automatic,ga,1.9,90534.0,gray,black,9850,8000,61450,3,southeast,0
640,640,640,66109,2010,cadillac,Escalade ESV,suv,automatic,ca,4.2,57739.0,black,black,33000,35000,77030,5,pacific,2
641,641,641,109256,2008,infiniti,M35,sedan,automatic,pa,2.6,168703.0,gray,gray,7475,7500,73100,7,northeast,2
642,642,642,278992,2011,subaru,Impreza,hatchback,automatic,nj,3.8,37472.0,blue,beige,12700,14000,82750,4,northeast,1
643,643,643,274722,2012,honda,CR-V,suv,automatic,nj,4.7,35643.0,blue,beige,18000,19000,82750,3,northeast,1
644,644,644,59807,2012,nissan,Sentra,sedan,automatic,ca,4.4,40094.0,white,black,9500,10750,77030,3,pacific,2
645,645,645,166516,2011,volkswagen,Jetta,sedan,automatic,tn,2.1,74214.0,silver,black,7450,7900,57290,4,southeast,1
646,646,646,29345,2012,mercedes-benz,C-Class,sedan,automatic,ca,3.9,27713.0,—,gray,21300,22000,77030,3,pacific,2
647,647,647,400039,2013,nissan,Altima,sedan,automatic,in,2.3,54381.0,gray,black,11050,9800,62930,2,midwest,0
648,648,648,186113,2011,nissan,Sentra,sedan,automatic,md,3.6,55764.0,silver,gray,7675,7600,89090,4,northeast,1
649,649,649,223090,2014,chrysler,Town and Country,van,automatic,fl,5.0,14850.0,beige,beige,22500,25000,59100,1,southeast,1
650,650,650,295854,2006,jeep,Commander,suv,automatic,nv,2.7,143948.0,black,beige,6875,3100,62960,9,mountain west,1
651,651,651,192536,2012,lexus,CT 200h,hatchback,automatic,fl,4.3,25545.0,white,black,20800,21000,59100,2,southeast,1
652,652,652,284154,2008,mazda,Mazda3,sedan,automatic,nj,1.9,82008.0,silver,black,6275,2650,82750,7,northeast,1
653,653,653,448429,2012,lincoln,Navigator,suv,automatic,ny,3.6,45480.0,silver,black,31200,31500,70210,3,northeast,0
654,654,654,229617,2012,infiniti,G Sedan,sedan,automatic,fl,2.4,15867.0,gray,black,18800,17200,59100,3,southeast,1
655,655,655,225225,2014,chevrolet,Impala,sedan,automatic,fl,4.0,11844.0,gray,gray,19500,19000,59100,1,southeast,1
656,656,656,95346,2013,scion,FR-S,coupe,manual,tx,3.5,28737.0,gray,black,17250,17700,68360,2,southwest,2
657,657,657,420652,2014,subaru,Legacy,sedan,automatic,il,4.1,27890.0,blue,black,18400,21400,73130,1,midwest,0
658,658,658,455105,2008,ford,Explorer,suv,automatic,ma,3.5,148693.0,black,tan,6450,5200,82150,7,northeast,0
659,659,659,85275,2013,ford,Explorer,suv,automatic,tx,4.6,25346.0,—,black,26300,26400,68360,2,southwest,2
660,660,660,208570,2012,nissan,Leaf,hatchback,automatic,fl,4.6,33508.0,white,gray,10200,10600,59100,3,southeast,1
661,661,661,113049,2014,lincoln,MKZ,sedan,automatic,pa,4.4,35237.0,black,brown,21600,22900,73100,1,northeast,2
662,662,662,17779,2010,audi,A4,sedan,automatic,ca,2.5,43469.0,white,black,15000,13250,77030,5,pacific,2
663,663,663,195093,2014,chevrolet,Malibu,sedan,automatic,fl,3.0,19134.0,silver,black,15200,15800,59100,1,southeast,1
664,664,664,453337,2005,nissan,Xterra,suv,automatic,ma,3.1,161623.0,silver,gray,4050,3900,82150,10,northeast,0
665,665,665,236920,2007,chrysler,PT Cruiser,wagon,automatic,fl,2.8,67727.0,blue,gray,3025,3500,59100,8,southeast,1
666,666,666,268950,2014,bmw,3 Series,sedan,automatic,nj,4.9,3496.0,—,black,33200,37250,82750,1,northeast,1
667,667,667,460752,2005,ford,Taurus,sedan,automatic,wa,3.6,62202.0,silver,gray,2675,4300,81400,10,pacific,0
668,668,668,17758,2011,subaru,Outback,wagon,automatic,ca,2.1,20344.0,gray,black,18600,15200,77030,4,pacific,2
669,669,669,441326,2011,toyota,Sequoia,suv,automatic,mo,1.9,73334.0,white,tan,34000,27000,71660,4,midwest,0
670,670,670,369960,2014,dodge,Grand Caravan,van,automatic,va,5.0,2019.0,gold,black,17800,17700,74430,1,southeast,0
671,671,671,319761,2009,ford,F-150,cab,automatic,oh,3.3,58594.0,black,beige,19750,21900,64520,6,midwest,0
672,672,672,106701,2012,bmw,5 Series,sedan,automatic,tx,2.4,62676.0,black,gray,22800,21700,68360,3,southwest,2
673,673,673,18052,2007,chevrolet,Impala,sedan,automatic,ca,1.9,105487.0,gray,gray,4600,4000,77030,8,pacific,2
674,674,674,331041,2015,chevrolet,Equinox,suv,automatic,mi,4.1,8136.0,blue,black,20200,19100,65610,0,midwest,0
675,675,675,32863,2005,mercedes-benz,C-Class,sedan,automatic,ca,3.3,213477.0,gray,black,2175,3300,77030,10,pacific,2
676,676,676,98469,2009,cadillac,CTS,sedan,automatic,tx,2.8,116599.0,red,tan,9675,9700,68360,6,southwest,2
677,677,677,8739,2005,chevrolet,Silverado 1500,cab,automatic,ca,1.9,169583.0,black,gray,4500,3650,77030,9,pacific,2
678,678,678,196019,2012,honda,Odyssey,van,automatic,fl,3.4,24909.0,purple,beige,28300,27000,59100,3,southeast,1
679,679,679,33285,2011,mercedes-benz,M-Class,suv,automatic,ca,3.6,22665.0,blue,black,27600,27750,77030,4,pacific,2
680,680,680,121214,2014,land rover,Range Rover Sport,suv,automatic,pa,4.8,21837.0,white,—,67000,67000,73100,1,northeast,2
681,681,681,236667,2014,ford,Fiesta,hatchback,automatic,fl,4.2,40585.0,silver,black,9925,10000,59100,1,southeast,1
682,682,682,301780,2013,chrysler,200,sedan,automatic,oh,1.9,12988.0,white,black,12150,8200,64520,2,midwest,1
683,683,683,212163,2009,mazda,CX-9,suv,automatic,fl,2.9,80162.0,silver,black,10200,10000,59100,6,southeast,1
684,684,684,350457,2000,bmw,3 Series,sedan,automatic,ga,1.9,121337.0,green,beige,1975,2000,61450,15,southeast,0
685,685,685,188348,2012,bmw,5 Series,sedan,automatic,fl,3.3,50813.0,white,black,37300,33400,59100,2,southeast,1
686,686,686,417619,2012,nissan,Sentra,sedan,automatic,il,2.9,42404.0,black,gray,9625,8800,73130,3,midwest,0
687,687,687,9747,2006,saturn,VUE,suv,automatic,ca,3.3,136152.0,silver,gray,3000,3800,77030,8,pacific,2
688,688,688,61904,2012,bmw,5 Series,sedan,manual,ca,3.3,51630.0,gray,black,24300,22000,77030,3,pacific,2
689,689,689,429997,2013,ford,F-150,cab,automatic,ut,3.5,21975.0,white,gray,25800,23500,80200,2,mountain west,0
690,690,690,393492,2010,chevrolet,Traverse,suv,automatic,nc,2.7,112199.0,black,gray,10750,9000,61490,5,southeast,0
691,691,691,168358,2012,toyota,Camry,sedan,automatic,tn,3.6,38685.0,black,black,16700,15900,57290,3,southeast,1
692,692,692,297517,2001,mercury,Sable,sedan,automatic,nv,2.7,119764.0,blue,gray,1025,500,62960,14,mountain west,1
693,693,693,234930,2008,saturn,Aura,sedan,automatic,fl,1.9,117798.0,gray,gray,4500,4100,59100,7,southeast,1
694,694,694,313661,2013,dodge,Grand Caravan,van,automatic,oh,3.9,62168.0,blue,black,12150,13100,64520,2,midwest,0
695,695,695,1710,2011,audi,S5,convertible,automatic,ca,2.6,35177.0,gray,black,31900,29750,77030,3,pacific,2
696,696,696,229436,2005,suzuki,Forenza,sedan,automatic,fl,1.0,122005.0,black,gray,1150,700,59100,10,southeast,1
697,697,697,56325,2010,kia,Rio,sedan,automatic,ca,2.6,100842.0,black,gray,4100,3300,77030,5,pacific,2
698,698,698,82350,2014,kia,Cadenza,sedan,automatic,tx,5.0,719.0,white,—,21300,22500,68360,1,southwest,2
699,699,699,247781,2013,infiniti,M,sedan,automatic,fl,5.0,4183.0,white,beige,33400,32000,59100,2,southeast,1
700,700,700,14459,2004,lexus,RX 330,suv,automatic,ca,2.9,198591.0,gold,beige,7100,13200,77030,11,pacific,2
701,701,701,183962,2010,dodge,Caliber,wagon,automatic,md,2.0,65677.0,silver,black,7600,3700,89090,5,northeast,1
702,702,702,222331,2009,land rover,Range Rover Sport,suv,automatic,fl,2.9,134814.0,black,brown,14700,19800,59100,6,southeast,1
703,703,703,115352,2012,honda,Pilot,suv,automatic,pa,4.1,30597.0,white,gray,24800,25700,73100,3,northeast,2
704,704,704,197438,2008,acura,TSX,sedan,automatic,fl,2.7,111851.0,black,black,8700,9100,59100,7,southeast,1
705,705,705,316356,2005,ford,Expedition,suv,automatic,oh,3.2,158789.0,white,beige,3850,5500,64520,10,midwest,0
706,706,706,322599,2014,ford,Flex,wagon,automatic,mi,5.0,15.0,red,black,22100,21700,65610,1,midwest,0
707,707,707,432470,2008,chrysler,Sebring,sedan,automatic,mo,2.8,115136.0,blue,gray,4450,5600,71660,7,midwest,0
708,708,708,394882,2002,buick,Regal,sedan,automatic,nc,2.0,72475.0,silver,gray,2850,2300,61490,13,southeast,0
709,709,709,144055,2011,mazda,Mazda3,hatchback,automatic,az,3.3,44245.0,gray,black,11250,13000,63250,4,southwest,2
710,710,710,110816,2011,mazda,CX-9,suv,automatic,pa,3.4,31670.0,black,black,17950,16400,73100,4,northeast,2
711,711,711,186618,2011,toyota,Camry Hybrid,sedan,automatic,fl,2.7,34894.0,gold,gray,15250,13350,59100,3,southeast,1
712,712,712,443772,2012,ford,Escape,suv,automatic,mo,4.9,22812.0,blue,—,17900,17400,71660,3,midwest,0
713,713,713,158147,2012,nissan,Altima,sedan,automatic,tn,3.8,30597.0,—,tan,12500,13800,57290,2,southeast,1
